"Oid";"ClasseOid";"DataNascita";"Sesso";"Cittadinanza";"PEI";"PDB";"Anno";"Classe";"Settore";"StatusFinale.x";"StatusFinale_prec";"Docenti";"DocentiRuolo";"Matematica_finale";"Italiano_finale";"Inglese_finale";"MediaFinale";"MediaFinaleClass";"MediaFinale_prec";"MediaFinaleClass_prec";"assenze21";"assenze41";"note_merito21";"note_merito41";"note_impegno21";"note_impegno41";"note_disciplinari21";"note_disciplinari41";"ritardi21";"ritardi41";"mate_media1";"mate_media2";"mate_media3";"mate_media4";"mate_media5";"mate_media6";"mate_media7";"mate_media8";"mate_media9";"mate_media10";"mate_media11";"mate_media12";"mate_media13";"mate_media14";"mate_media15";"mate_media16";"mate_media17";"mate_media18";"mate_media19";"mate_media20";"mate_media21";"mate_media22";"mate_media23";"mate_media24";"mate_media25";"mate_media26";"mate_media27";"mate_media28";"mate_media29";"mate_media30";"mate_media31";"mate_media32";"mate_media33";"mate_media34";"mate_media35";"mate_media36";"mate_media37";"mate_media38";"mate_media39";"mate_media40";"mate_media41";"Matematica_finale_prec";"Italiano_finale_prec";"Inglese_finale_prec";"no_mate_1";"no_mate_2";"no_mate_3";"no_mate_4";"no_mate_5";"no_mate_6";"no_mate_7";"no_mate_8";"no_mate_9";"no_mate_10";"no_mate_11";"no_mate_12";"no_mate_13";"no_mate_14";"no_mate_15";"no_mate_16";"no_mate_17";"no_mate_18";"no_mate_19";"no_mate_20";"no_mate_21";"no_mate_22";"no_mate_23";"no_mate_24";"no_mate_25";"no_mate_26";"no_mate_27";"no_mate_28";"no_mate_29";"no_mate_30";"no_mate_31";"no_mate_32";"no_mate_33";"no_mate_34";"no_mate_35";"no_mate_36";"no_mate_37";"no_mate_38";"no_mate_39";"no_mate_40";"no_mate_41";"mate_primo_quad";"varianza1718";"varianza41";"varianza21";"perc_doc_ruolo";"Cittadinanza_bin";"StatusFinale_bin_prec";"StatusFinale_bin";"rischio";"assenze_perc21";"assenze_perc41"
"32221dd9-56bc-4d84-b256-df59882a6eab";"49405a36-2cf8-427a-87dc-92f9cf121301";0;0;"ITALIA";0;0;2;"S2 A";"Liceo Scientifico Paritario";"P1";"P1";18;15;8;9;8;8,72727272727273;9;7,58333333333333;8;2;6;1;1;1;2;0;0;0;1;0;0;10;10;10;10;9,5;9,5;9,5;9,5;9,5;9,5;8,66666666666667;8,66666666666667;8,66666666666667;8,66666666666667;8,66666666666667;8,66666666666667;8,625;8,625;8,625;8,625;8,625;8,2;8,2;8,08333333333333;8,08333333333333;8,28571428571429;8,0625;8,0625;8,0625;8,05555555555556;8,05555555555556;8,05555555555556;8,05555555555556;8,1;8,1;8,09090909090909;8,09090909090909;8,09090909090909;8,09090909090909;8;7;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1,61174242424242;1,34090909090909;1,5625;0,833333333333333;1;1;1;3;0,019047619047619;0,0292682926829268
"327c0a88-4e82-444d-8a53-508fffd104eb";"49405a36-2cf8-427a-87dc-92f9cf121301";0;0;"ITALIA";0;0;2;"S2 A";"Liceo Scientifico Paritario";"P2";"P1";18;15;5;7;8;7,63636363636364;8;6,66666666666667;7;1;2;2;2;0;1;0;0;2;4;0;0;7;7;7;7;6;6;6;6;6;6;5,625;5,625;5,625;5,625;5,625;5,625;5,6;5,6;5,6;5,6;5,6;5,33333333333333;5,33333333333333;5,5;5,5;5,5;5,1875;5,1875;5,1875;5,27777777777778;5,27777777777778;5,27777777777778;5,27777777777778;5,15;5,15;5,27272727272727;5,27272727272727;5,375;5,375;6;7;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2,51785714285714;1,73295454545455;1,3;0,833333333333333;1;1;0;1;0,00952380952380952;0,00975609756097561
"333e7490-1afd-464d-afb9-e327dac06509";"9622be00-6b4b-48d2-bd78-34267c9c1e4f";0;1;"ITALIA";0;0;2;"I2 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;7;7;8;7,73333333333333;8;6,76923076923077;7;7;11;3;3;1;2;0;0;1;3;0;7,125;7,125;7,125;5,83333333333333;6,1;6,1;6,20833333333333;6,20833333333333;6,20833333333333;6,20833333333333;6,20833333333333;6,17857142857143;6,17857142857143;6,21875;6,3;6,3;6,3;6,3;6,3;6,13636363636364;6,13636363636364;5,86538461538461;5,86538461538461;5,86538461538461;5,98214285714286;5,98214285714286;5,98214285714286;5,98214285714286;5,98214285714286;6,05;6,05;6,05;6,05;6,05;6,14705882352941;6,14705882352941;6,14705882352941;6,13157894736842;6,13157894736842;6,13157894736842;5;6;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1,27485380116959;2,53728070175439;1,55277777777778;0,894736842105263;1;1;1;2;0,0666666666666667;0,0536585365853659
"3395a890-890d-4644-830c-f28033fcda7c";"2e2f3f80-7cc3-4e22-8406-cbf7ebd14b31";0;1;"ITALIA";0;0;2;"C2 A";"Liceo Classico Paritario";"P1";"P1";14;11;6;8;9;8;8;7,63636363636364;8;5;17;0;0;0;0;0;0;5;9;0;0;7,5;7,5;7,5;7,5;7,25;7,25;7,25;7,25;7,25;7,25;7,25;6,16666666666667;5,875;5,875;5,875;5,875;5,875;5,875;5,875;5,3;5,3;5,3;5,3;5,3;5,3;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;5,46428571428571;5,46428571428571;5,46428571428571;5,46428571428571;5,65625;5,58333333333333;6,025;6,025;6,025;6,025;6;8;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3,40277777777778;4,33958333333333;2,72916666666667;0,785714285714286;1;1;1;2;0,0476190476190476;0,0829268292682927
"33c0d2e4-c966-4c71-afd1-2d85300e2bdb";"934d9f66-cce7-4e03-8d3a-9be969847be3";0;0;"ITALIA";0;0;2;"SU2 A";"Liceo Scienze Umane Paritario";"P2";"P2";19;15;4;8;7;7,18181818181818;7;6,63636363636364;7;11;24;0;0;0;0;0;0;0;2;0;0;0;0;6,5;6,5;6,5;6,5;6,5;6,5;4,75;4,75;5;5;5,3125;5,35;5,35;5,35;5,35;5,35;5,35;5,35;5,35;5,35;5,35;5,35;5,35;4,95833333333333;4,67857142857143;4,67857142857143;4,84375;4,84375;4,84375;4,84375;4,84375;4,84375;4,84375;4,69444444444444;4,725;4,725;4,725;4;7;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,98090277777778;2,08958333333333;1,925;0,789473684210526;1;0;0;1;0,104761904761905;0,117073170731707
"34b06d83-3352-4e60-9a04-9c41cfdbad0f";"934d9f66-cce7-4e03-8d3a-9be969847be3";0;0;"ITALIA";0;0;2;"SU2 A";"Liceo Scienze Umane Paritario";"P2";"P2";19;15;5;6;7;6,72727272727273;7;6,72727272727273;7;4;9;1;1;0;0;1;1;3;3;0;0;0;0;5;5;5;5;5;5;4,5;4,5;4,66666666666667;4,66666666666667;4,75;4,9;4,9;4,9;4,9;4,9;4,9;4,9;4,9;4,75;4,75;4,75;4,75;4,75;4,64285714285714;4,64285714285714;4,75;4,75;4,75;4,75;4,75;4,75;4,75;4,77777777777778;4,875;4,875;4,875;5;6;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0,764583333333333;0,434027777777778;0,3;0,789473684210526;1;0;0;1;0,0380952380952381;0,0439024390243902
"35629c29-9665-4708-a8a9-87c151cef811";"22fc17c0-015d-4da6-9b03-c101aa510287";0;1;"ITALIA";0;0;3;"I3 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";22;17;8;8;8;8,83333333333333;9;9,07692307692308;9;0;0;2;2;2;4;0;0;2;6;0;0;9,5;9,5;9;8,66666666666667;9;9;9;9;9;9,08333333333333;9,08333333333333;8,8125;8,72222222222222;8,75;8,75;8,75;8,75;8,75;8,84090909090909;8,85416666666667;8,85416666666667;8,85416666666667;8,86538461538461;8,86538461538461;8,86538461538461;8,86538461538461;8,86538461538461;8,82142857142857;8,82142857142857;8,82142857142857;8,82142857142857;8,82142857142857;8,82142857142857;8,86666666666667;8,86666666666667;8,71875;8,71875;8,71875;8,71875;9;8;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1,62426900584795;1,10729166666667;1,06944444444444;0,772727272727273;1;1;1;3;0;0
"35d8fa53-57b7-4c9c-bc55-3601cc4d51df";"12e8710f-de11-4655-afcd-f790d5a28145";0;0;"ITALIA";0;0;2;"I2 A";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;6;6;6;6,46666666666667;6;6,15384615384615;6;2;4;1;1;6;9;0;1;4;5;0;5,5;5,5;5,5;5,5;5,375;5,375;5,8;5,8;5,66666666666667;5,78571428571429;5,78571428571429;5,53125;5,53125;5,58333333333333;5,425;5,425;5,425;5,425;5,425;5,36363636363636;5,41666666666667;5,41666666666667;5,41666666666667;5,41666666666667;5,44642857142857;5,44642857142857;5,44642857142857;5,44642857142857;5,65;5,609375;5,609375;5,609375;5,609375;5,609375;5,57352941176471;5,68055555555556;5,68055555555556;5,64473684210526;5,64473684210526;5,64473684210526;5;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,06176900584795;1,91184210526316;1,27847222222222;0,894736842105263;1;1;1;2;0,019047619047619;0,0195121951219512
"366a0dd1-04a0-487c-bef1-1915ea4e8871";"9a55704d-75b8-44b5-aee3-673bc09335c0";0;0;"ITALIA";0;0;4;"S4 A";"Liceo Scientifico Paritario";"P1";"P1";15;13;6;7;8;8,25;8;7,25;7;2;7;1;1;0;0;0;0;1;2;0;0;0;6,5;6,5;6,5;6,5;6,5;6,5;6,25;6,25;6,25;6,25;6,25;6,5;6,875;6,875;6,875;6,875;6,875;6,875;6,875;6,6;6,6;6,6;6,6;6,6;6,25;6,25;6,25;6,25;6,25;6,375;6,375;6,375;6,375;6,27777777777778;6,45;6,45;6,45;6,45;7;7;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2,75824175824176;1,24722222222222;0,729166666666667;0,866666666666667;1;1;1;2;0,019047619047619;0,0341463414634146
"374a4bce-c2e7-4955-bb20-160bdaad197d";"c01eeeaf-0ef3-44c1-8aa4-2fbb7311d9db";0;0;"ITALIA";0;0;5;"C5 B";"Liceo Classico Paritario";"P1";"P2";11;11;6;6;6;6,69230769230769;7;6,38461538461539;6;4;12;1;1;1;1;2;2;4;8;0;0;0;0;0;0;0;5;5;5;5;5;5;5,75;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;5,16666666666667;4,8125;4,8125;4,8125;4,8125;4,8125;5,05;5,05;5,05;5,05;5,05;5,05;5,05;5,05;5,29166666666667;5,29166666666667;5,29166666666667;5,29166666666667;5,29166666666667;5,29166666666667;6;5;6;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,16666666666667;1,51041666666667;1,58333333333333;1;1;0;1;2;0,0380952380952381;0,0585365853658537
"381a7148-b9ed-43f6-8636-712ae5e946a6";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";0;1;"ITALIA";0;0;4;"I4 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";23;19;8;8;9;8,61111111111111;9;8,25;8;3;11;1;1;1;1;0;0;1;1;0;8;8;8;7,25;7,25;6,83333333333333;7,125;7,125;7,4;7,4;7,4;7,4;7,20833333333333;7;6,875;6,875;6,875;6,875;6,875;6,88888888888889;6,85;6,90909090909091;6,95833333333333;6,95833333333333;7,03846153846154;7,03846153846154;7,03846153846154;7,03846153846154;7,17857142857143;7,13333333333333;7,13333333333333;7,109375;7,109375;7,109375;7,07352941176471;7,07352941176471;7,09722222222222;7,09722222222222;7,14473684210526;7,14473684210526;7;8;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1,75;0,87719298245614;1,21428571428571;0,826086956521739;1;1;1;3;0,0285714285714286;0,0536585365853659
"3853b580-ef46-4fd9-91ca-ba2b42b64160";"8e680719-e6b8-4455-8627-596f73c41b87";0;0;"ITALIA";0;0;2;"I2 C";"Liceo Internazionale per l'Intercultura";"P1";"P1";19;17;8;8;7;8,2;8;6,61538461538461;7;5;7;1;1;0;2;0;0;1;3;0;4,75;4,75;4,75;5,5;6,875;6,875;6,65;6,65;6,54166666666667;6,46428571428571;6,46428571428571;6,625;6,625;6,625;6,44444444444444;6,44444444444444;6,44444444444444;6,44444444444444;6,55;6,13636363636364;6,13636363636364;6,10416666666667;6,34615384615385;6,34615384615385;6,44642857142857;6,44642857142857;6,44642857142857;6,63333333333333;6,63333333333333;6,734375;6,734375;6,734375;6,734375;6,734375;6,94444444444444;6,94444444444444;6,94444444444444;6,77631578947368;6,77631578947368;6,77631578947368;5;6;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1,66374269005848;3,95760233918129;1,77777777777778;0,894736842105263;1;1;1;3;0,0476190476190476;0,0341463414634146
"38c0c73d-df3d-47f7-b676-aab636e058b5";"fa4d5f10-277e-432c-9af2-325543a668b3";0;0;"ITALIA";0;1;5;"SU5 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;6;6;6;7,07692307692308;7;7,61538461538461;8;3;13;0;0;0;1;0;0;5;9;0;0;0;0;7,5;7,5;7,5;7,5;7,5;7,125;7,125;7,125;7,125;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,75;6,4375;6,4375;6,4375;6,4375;6,4375;6,4375;6,1;6,1;6,1;6,1;6,45833333333333;6,45833333333333;6,45833333333333;6,45833333333333;6,45833333333333;6,45833333333333;6,39285714285714;6,39285714285714;6,39285714285714;7;6;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3,04352678571429;1,43452380952381;0,5625;0,789473684210526;1;1;1;2;0,0285714285714286;0,0634146341463415
"39e95661-8aaf-4c9d-b96b-3d991ed49877";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";0;0;"ITALIA";0;0;3;"I3 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";25;19;8;8;10;8,61111111111111;9;8,30769230769231;8;8;13;1;1;2;3;0;0;3;8;0;0;6,5;6,5;6,5;5,875;5,875;6,41666666666667;6,41666666666667;6,41666666666667;6,41666666666667;6,625;6,625;6,85;6,70833333333333;6,96428571428571;6,96428571428571;6,96428571428571;6,96428571428571;6,96428571428571;7;7;7;7;7,22222222222222;7,3;7,3;7,3;7,3;7,38636363636364;7,38636363636364;7,38636363636364;7,38636363636364;7,38636363636364;7,38636363636364;7,52083333333333;7,52083333333333;7,48076923076923;7,55357142857143;7,55357142857143;7,55357142857143;7;8;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2,6609477124183;1,50714285714286;1,44642857142857;0,76;1;1;1;3;0,0761904761904762;0,0634146341463415
"3a7a0253-277d-441e-8127-3e1248e0b47a";"b9f4b572-d1ca-4d7e-8a4d-9869d28ebff8";0;1;"ITALIA";0;0;3;"S3 B";"Liceo Scientifico Paritario";"P1";"P1";14;12;8;9;9;8,33333333333333;8;7,81818181818182;8;1;15;1;1;0;0;0;0;3;9;0;0;0;3,5;3,5;3,5;5,5;5,5;5,5;5,5;5,5;5,5;5,66666666666667;6,5;6,5;6,5;6,5;6,5;6,5;6,5;6,5;6,5;7;7;7;7,08333333333333;7,08333333333333;7,08333333333333;7,08333333333333;7,08333333333333;7,08333333333333;7;7;7;7;7;7;7,25;7,25;7,25;7,25;6;8;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2,875;3,64285714285714;5,5;0,857142857142857;1;1;1;3;0,00952380952380952;0,0731707317073171
"3b15e1a0-f614-4d6a-8fdd-18ff73afed9d";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";0;0;"ITALIA";0;0;3;"I3 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";25;19;8;6;9;7,52941176470588;8;6,5;6;6;20;1;1;6;6;2;2;5;9;0;0;0;0;0;5;6;6;6;6;6;6;6;6;6;5,75;5,75;5,75;5,75;5,75;5,75;5,75;5,75;5,4;5,4;5,5;5,5;5,5;5,5;5,5;5,5;5,5;5,5;5,5;5,5;5,5;5,78571428571429;6,1875;6,1875;6,1875;6,1875;5;6;8;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3,15;2,78125;1,41666666666667;0,76;1;1;1;3;0,0571428571428571;0,0975609756097561
"3b5a7b49-baca-41a9-b31d-e448075ee8be";"dfa41e7a-8981-4091-9ac7-392a704443ac";0;1;"ITALIA";0;0;2;"S2 B";"Liceo Scientifico Paritario";"P1";"P1";19;16;8;8;8;8,63636363636364;9;8,45454545454546;8;1;7;1;1;0;0;0;0;0;4;0;0;8,5;8,5;8,5;8,5;8,5;8,375;8,375;8,375;8,375;8,375;8,75;8,75;8,5625;8,5625;8,5625;8,5625;8,5625;8,4;8,4;8,4;8,4;8,4;8,4;7,70833333333333;7,70833333333333;7,70833333333333;7,70833333333333;7,78571428571429;7,78571428571429;7,78571428571429;7,78571428571429;7,78571428571429;7,78571428571429;7,78571428571429;7,84375;7,84375;7,97222222222222;7,97222222222222;7,97222222222222;9;8;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1,84375;2,22569444444444;0,432291666666667;0,842105263157895;1;1;1;3;0,00952380952380952;0,0341463414634146
"3c88673e-bbe0-469d-bbcd-4ba82ee6839e";"934d9f66-cce7-4e03-8d3a-9be969847be3";0;1;"ITALIA";0;1;2;"SU2 A";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;7;7;7;7,27272727272727;7;7,36363636363636;7;9;15;0;0;0;0;0;0;3;7;0;0;0;0;6,5;6,5;6,5;6,5;6,5;6,5;7,125;7,125;7,125;7;6,375;6,375;6,375;6,375;6,375;6,375;6,375;6,375;6,375;6,3;6,3;6,3;6,3;6,3;6,5;6,5;6,5;6,57142857142857;6,57142857142857;6,57142857142857;6,57142857142857;6,57142857142857;6,57142857142857;6,5625;6,5625;6,5625;6,5625;6;8;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2,88611111111111;1,01339285714286;1,85416666666667;0,789473684210526;1;1;1;2;0,0857142857142857;0,0731707317073171
"3cc7078d-af95-43b5-9d19-e6e38391cc92";"8438d26a-fd14-4137-a021-6f31c2107c9d";1;0;"ITALIA";0;1;3;"SU3 A";"Liceo Scienze Umane Paritario";"P2";"P2";19;14;4;6;7;6,46153846153846;6;6;6;10;20;1;1;1;4;0;2;6;14;0;0;0;5,75;5,75;5,75;5,75;5,75;5,5;5,5;5,5;5,5;5,5;5,25;5,25;5,25;5,25;5,25;5,25;5,25;5,25;5,25;4,875;4,875;4,875;4,875;4,875;4,875;4,875;4,875;4,45;4,45;4,45;4,45;4,45;4,20833333333333;4,20833333333333;4,03571428571429;4,03125;4,03125;4,03125;4;5;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4,62777777777778;1,2578125;0,25;0,736842105263158;1;0;0;1;0,0952380952380952;0,0975609756097561
"3d2a7082-afb9-4aa1-854d-939f30338556";"c01eeeaf-0ef3-44c1-8aa4-2fbb7311d9db";0;1;"ITALIA";0;0;5;"C5 B";"Liceo Classico Paritario";"P1";"P1";11;11;6;7;6;7,30769230769231;7;7,38461538461539;7;6;16;0;0;0;0;1;1;2;3;0;0;0;0;0;0;0;7;7;7;7;7;7;7;6,75;6,83333333333333;6,83333333333333;6,83333333333333;6,83333333333333;6,83333333333333;6,83333333333333;6,83333333333333;6,4375;6,4375;6,4375;6,35;6,35;6,35;6,35;6,35;6,35;6,35;6,35;6,35;6,35;6,35;6,375;6,375;6,375;6,375;6,375;6;7;7;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3,05;0,44375;0,0833333333333333;1;1;1;1;2;0,0571428571428571;0,0780487804878049
"3d2dae86-7385-4470-849e-377406c29534";"b9f4b572-d1ca-4d7e-8a4d-9869d28ebff8";0;1;"ITALIA";0;0;3;"S3 B";"Liceo Scientifico Paritario";"P1";"P1";14;12;7;7;8;8,08333333333333;8;7,63636363636364;8;6;14;1;1;0;0;0;0;1;3;0;0;0;5;5;5;6,25;6,25;6,25;6,25;6,25;6,25;5,66666666666667;5,66666666666667;5,66666666666667;5,5;5,5;5,5;5,5;5,5;5,5;5,1;5,1;5,1;5,1;5,78571428571429;5,78571428571429;5,78571428571429;5,78571428571429;5,78571428571429;5,78571428571429;6,1875;6,1875;6,1875;6,1875;6,1875;6,1875;6,11111111111111;6,2;6,2;6,2;6;7;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5,88839285714286;3,06666666666667;1,83333333333333;0,857142857142857;1;1;1;2;0,0571428571428571;0,0682926829268293
"3e1faece-a684-4ec8-995a-2c7058c22edd";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";0;0;"ITALIA";0;1;4;"I4 B";"Liceo Internazionale per l'Intercultura";"P1";"P1";23;19;6;7;8;7,66666666666667;8;7,1875;7;1;3;0;0;0;0;0;0;4;5;0;6;6;6;5;5;5;5,25;5,25;5,4;5,4;5,4;5,4;5,16666666666667;5,07142857142857;5,1875;5,1875;5,1875;5,1875;5,1875;5,19444444444444;5,175;5,20454545454545;5,27083333333333;5,27083333333333;5,23214285714286;5,23214285714286;5,31666666666667;5,31666666666667;5,359375;5,30882352941176;5,30882352941176;5,23611111111111;5,23611111111111;5,23611111111111;5,22368421052632;5,22368421052632;5,2625;5,29761904761905;5,29761904761905;5,29761904761905;6;6;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0,34140625;0,710119047619048;0,852678571428571;0,826086956521739;1;1;1;2;0,00952380952380952;0,0146341463414634
"3edc3f5e-ff62-4396-9b98-3598e0f08ebc";"b0c2c6be-fa9f-4326-9774-98779897336e";0;0;"ITALIA";0;1;4;"SU4 A";"Liceo Scienze Umane Paritario";"P1";"P1";20;15;7;7;8;8,23076923076923;8;7,23076923076923;7;1;2;1;1;0;0;0;0;1;1;0;0;0;0;4;4;4;4;4;4;6,375;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,58333333333333;6,6875;6,6875;6,6875;6,6875;6,6875;6,6;6,6;6,6;6,6;6,6;6,6;6,6;6,66666666666667;6,66666666666667;6,66666666666667;6,71428571428571;6,71428571428571;6,71428571428571;6,71428571428571;6,71428571428571;6,71428571428571;6;6;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,40555555555556;2,00892857142857;5,77083333333333;0,75;1;1;1;2;0,00952380952380952;0,00975609756097561
"3f54a415-b2b6-4d04-bc3f-ffce875d0607";"49405a36-2cf8-427a-87dc-92f9cf121301";0;0;"ITALIA";0;0;2;"S2 A";"Liceo Scientifico Paritario";"P1";"P1";18;15;8;8;9;7,81818181818182;8;7,33333333333333;7;12;24;1;2;0;0;1;1;3;3;0;0;4,5;4,5;4,5;4,5;5,75;5,75;5,75;5,75;5,75;5,75;6,66666666666667;6,66666666666667;7,125;7,125;7,125;7,125;7,4;7,4;7,4;7,4;7,4;7,41666666666667;7,41666666666667;7,71428571428571;7,71428571428571;7,71428571428571;7,625;7,625;7,625;7,88888888888889;7,88888888888889;7,88888888888889;7,88888888888889;7,35;7,35;7,5;7,5;7,5;7,5;6;7;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4,09090909090909;5;3,05;0,833333333333333;1;1;1;3;0,114285714285714;0,117073170731707
"401333cd-7549-45e7-84d3-e0947b2e8401";"278af4eb-65a2-41f6-b15a-42291d9da540";1;1;"ITALIA";0;0;5;"SU5 B";"Liceo Scienze Umane Paritario";"P1";"P1";19;15;7;9;9;8,92307692307692;9;8,30769230769231;8;12;16;0;0;0;0;0;0;3;8;0;0;0;0;0;7,5;7,25;7,25;7,25;7,25;7,25;7,41666666666667;7,41666666666667;7,41666666666667;7,41666666666667;7,41666666666667;7,41666666666667;7,41666666666667;7,41666666666667;7,8125;7,8125;7,8125;7,25;7,25;7,25;7,25;7,25;7,25;7,25;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,16666666666667;7,21428571428571;7,21428571428571;7,21428571428571;6;8;8;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1,46666666666667;1,4672619047619;0,145833333333333;0,789473684210526;1;1;1;2;0,114285714285714;0,0780487804878049
