"Oid";"ClasseOid";"DataNascita";"Sesso";"Cittadinanza";"PEI";"PDB";"Anno";"Sezione";"Classe";"Settore";"Area";"StatusFinale";"MedieCSC";"ScuolaMediaProvenienza";"ConsiglioOrientativo";"BocciatoMedie";"ValutazioneEsameMedie";"ValutazioneEsameMaturita"
"35629c29-9665-4708-a8a9-87c151cef811";"22fc17c0-015d-4da6-9b03-c101aa510287";"2002-10-13";"1";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"35a63170-e503-493f-8076-1885a6646ef9";"5f545908-f552-4c84-bb37-fd328dda31a4";"2004-08-01";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"35ad502b-1c39-4c97-8638-f80a6b4b5bc8";"28304c4b-5e20-4e27-9cce-1719d07d8091";"1999-10-20";"0";"ITALIA";"0";"0";"5";"C";"5 C";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"35d8fa53-57b7-4c9c-bc55-3601cc4d51df";"0cf8ebdd-4a64-467f-a80e-6f5594b90988";"2003-03-03";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"35d8fa53-57b7-4c9c-bc55-3601cc4d51df";"12e8710f-de11-4655-afcd-f790d5a28145";"2003-03-03";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"365cdaba-d496-4b90-bdca-2dcdcea26440";"b9e0c0f2-7a97-43d3-a54b-bcd9de1f8524";"2004-11-18";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"366a0dd1-04a0-487c-bef1-1915ea4e8871";"3c25a072-5ade-4eb0-83a4-6a4671f09892";"2001-12-27";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"366a0dd1-04a0-487c-bef1-1915ea4e8871";"9a55704d-75b8-44b5-aee3-673bc09335c0";"2001-12-27";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"374a4bce-c2e7-4955-bb20-160bdaad197d";"3e17ffbd-1ffe-44e7-b333-1630a962ea42";"2000-04-04";"0";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Classico Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"374a4bce-c2e7-4955-bb20-160bdaad197d";"c01eeeaf-0ef3-44c1-8aa4-2fbb7311d9db";"2000-04-04";"0";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"61"
"381a7148-b9ed-43f6-8636-712ae5e946a6";"567c745c-cd64-4977-b762-535c83f30e9b";"2001-06-08";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"381a7148-b9ed-43f6-8636-712ae5e946a6";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";"2001-06-08";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3822d54a-4be6-47b1-81d7-995d32e0eb41";"293e84dc-0121-4543-a327-e81524e03785";"2004-06-16";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"3853b580-ef46-4fd9-91ca-ba2b42b64160";"a2e1e80e-e71b-4c18-8393-52026239286d";"2003-04-17";"0";"ITALIA";"0";"0";"1";"C";"1 C";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3853b580-ef46-4fd9-91ca-ba2b42b64160";"8e680719-e6b8-4455-8627-596f73c41b87";"2003-04-17";"0";"ITALIA";"0";"0";"2";"C";"2 C";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3868100d-c246-495f-8891-dbc1bb2487ca";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2004-05-12";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"38988236-cece-4d11-b031-051ef8877b20";"b4d16bb3-4589-4ba3-b761-4a2e0449bf96";"2004-10-28";"0";"ITALIA";"0";"0";"1";"C";"1 C";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"38c0c73d-df3d-47f7-b676-aab636e058b5";"f8cdc0dc-2f93-4dfc-85b8-87f5fcd27480";"2000-12-23";"0";"ITALIA";"0";"1";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"38c0c73d-df3d-47f7-b676-aab636e058b5";"fa4d5f10-277e-432c-9af2-325543a668b3";"2000-12-23";"0";"ITALIA";"0";"1";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"73"
"3901bd89-8a31-4009-a2fd-ebcc0e5d8e60";"293e84dc-0121-4543-a327-e81524e03785";"2004-04-05";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"390c5c40-2f1b-4265-a4c7-176758b74ade";"293e84dc-0121-4543-a327-e81524e03785";"2004-08-03";"1";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"39e95661-8aaf-4c9d-b96b-3d991ed49877";"e9490a06-6620-4b23-ade4-915ac68b4c8c";"2002-12-08";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"39e95661-8aaf-4c9d-b96b-3d991ed49877";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";"2002-12-08";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3a14c94d-c0bc-44ff-9184-a82712a0173b";"28304c4b-5e20-4e27-9cce-1719d07d8091";"1999-04-01";"0";"ITALIA";"0";"0";"5";"C";"5 C";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3a7a0253-277d-441e-8127-3e1248e0b47a";"6831041f-6fbe-4098-a48c-8df76e166f3c";"2002-01-25";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3a7a0253-277d-441e-8127-3e1248e0b47a";"b9f4b572-d1ca-4d7e-8a4d-9869d28ebff8";"2002-01-25";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3b15e1a0-f614-4d6a-8fdd-18ff73afed9d";"e9490a06-6620-4b23-ade4-915ac68b4c8c";"2002-05-22";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3b15e1a0-f614-4d6a-8fdd-18ff73afed9d";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";"2002-05-22";"0";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3b5a7b49-baca-41a9-b31d-e448075ee8be";"cec4e795-efb2-4b5b-8ac5-73259f386580";"2003-01-13";"1";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3b5a7b49-baca-41a9-b31d-e448075ee8be";"dfa41e7a-8981-4091-9ac7-392a704443ac";"2003-01-13";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3bbf8777-918a-4526-9871-b96923d3c499";"3f9e081d-7efe-40dc-b14b-b928e485e234";"2005-02-04";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"3bcdd7e3-7adf-41dc-a1d6-ea519debc56f";"927539d4-142d-43eb-9913-4096cd25b19b";"1999-08-20";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3c88673e-bbe0-469d-bbcd-4ba82ee6839e";"d62cf8b3-3a27-4025-9c38-8fdd1f1927e7";"2003-11-29";"1";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3c88673e-bbe0-469d-bbcd-4ba82ee6839e";"934d9f66-cce7-4e03-8d3a-9be969847be3";"2003-11-29";"1";"ITALIA";"0";"1";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3cbba275-b3e1-4ff5-8e2f-e5d50a33122f";"f0aa953a-343c-4d42-8088-3e57163eb0b3";"1999-07-20";"1";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Classico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3cc7078d-af95-43b5-9d19-e6e38391cc92";"02777bf5-ca0e-4369-8aaf-13984cb4e4af";"2001-06-09";"0";"ITALIA";"0";"1";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"3cc7078d-af95-43b5-9d19-e6e38391cc92";"8438d26a-fd14-4137-a021-6f31c2107c9d";"2001-06-09";"0";"ITALIA";"0";"1";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"3cf87bf3-dd0b-4c6d-a692-664c533d3aee";"f7e2cc21-34c6-4193-9137-c81e72393098";"1999-09-13";"0";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3d2a7082-afb9-4aa1-854d-939f30338556";"3e17ffbd-1ffe-44e7-b333-1630a962ea42";"2000-04-24";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Classico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3d2a7082-afb9-4aa1-854d-939f30338556";"c01eeeaf-0ef3-44c1-8aa4-2fbb7311d9db";"2000-04-24";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"74"
"3d2dae86-7385-4470-849e-377406c29534";"6831041f-6fbe-4098-a48c-8df76e166f3c";"2002-07-18";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3d2dae86-7385-4470-849e-377406c29534";"b9f4b572-d1ca-4d7e-8a4d-9869d28ebff8";"2002-07-18";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3d33cf65-fb68-46dd-b328-c0fb0687b98c";"631308fa-cc55-47b6-85ee-be72698f1121";"2004-10-20";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3d476050-0f08-4b00-9226-932fa916372e";"8438d26a-fd14-4137-a021-6f31c2107c9d";"2001-11-14";"0";"ITALIA";"1";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3decec66-e580-4e87-a2fc-64c38634b3be";"5d6ba531-3ff2-4afa-ba66-c0649f65843a";"1999-05-15";"1";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3e1faece-a684-4ec8-995a-2c7058c22edd";"567c745c-cd64-4977-b762-535c83f30e9b";"2001-01-12";"0";"ITALIA";"0";"1";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3e1faece-a684-4ec8-995a-2c7058c22edd";"a3b34cfd-86ca-4e4a-b840-10f996ab4d6f";"2001-01-12";"0";"ITALIA";"0";"1";"4";"B";"4 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3e757539-9d3f-45ba-a7d3-f4e1fc087212";"631308fa-cc55-47b6-85ee-be72698f1121";"2004-01-28";"1";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3e887e0b-53fe-4fb3-b7c3-a92f932b2144";"927539d4-142d-43eb-9913-4096cd25b19b";"2000-05-16";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3ecc0041-001b-4237-8576-b636c09463d1";"b177caa6-0fa7-4e1c-9e8f-d0e66ddbe472";"2000-02-07";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3edc3f5e-ff62-4396-9b98-3598e0f08ebc";"0b78ed65-f31d-4beb-b246-96f7928b395b";"2001-07-25";"0";"ITALIA";"0";"1";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3edc3f5e-ff62-4396-9b98-3598e0f08ebc";"b0c2c6be-fa9f-4326-9774-98779897336e";"2001-07-25";"0";"ITALIA";"0";"1";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3f54a415-b2b6-4d04-bc3f-ffce875d0607";"5d980c72-ede9-4a23-bf67-a71fec550053";"2003-07-24";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3f54a415-b2b6-4d04-bc3f-ffce875d0607";"49405a36-2cf8-427a-87dc-92f9cf121301";"2003-07-24";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"3f61bb2c-5a48-4892-b83f-6f67d47ffa95";"28304c4b-5e20-4e27-9cce-1719d07d8091";"1999-05-31";"1";"ITALIA";"0";"0";"5";"C";"5 C";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"3fbfedc2-48e6-45a1-99e2-5035590fd0de";"5d6ba531-3ff2-4afa-ba66-c0649f65843a";"1998-07-12";"0";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"401333cd-7549-45e7-84d3-e0947b2e8401";"c820a9c0-4049-458c-9b6f-820beebb8b3e";"1999-03-23";"1";"ITALIA";"0";"0";"4";"B";"4 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"401333cd-7549-45e7-84d3-e0947b2e8401";"278af4eb-65a2-41f6-b15a-42291d9da540";"1999-03-23";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"91"
"40834d77-106b-4980-97ba-4397940c4984";"e9490a06-6620-4b23-ade4-915ac68b4c8c";"2003-01-24";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"40834d77-106b-4980-97ba-4397940c4984";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";"2003-01-24";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"40e8d15a-0d85-4202-ad10-4367fe1ff507";"927539d4-142d-43eb-9913-4096cd25b19b";"2000-05-05";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"418c9a9e-1d6e-443c-8e20-401823a0bd1f";"b9e0c0f2-7a97-43d3-a54b-bcd9de1f8524";"2005-02-23";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"418d8f8f-60ee-40e9-a88c-b8008c9bd26d";"0cf8ebdd-4a64-467f-a80e-6f5594b90988";"2003-06-26";"1";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"418d8f8f-60ee-40e9-a88c-b8008c9bd26d";"12e8710f-de11-4655-afcd-f790d5a28145";"2003-06-26";"1";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"422c9f09-e430-4699-8021-fb818aeb4ad7";"4a218ad9-9d33-4dc3-8d78-05d167981285";"2003-06-11";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2017-2018";"B2";"0";"";"";"0";"0";"0"
"4253c280-f0b9-4ebd-b42d-536b449622c6";"5d980c72-ede9-4a23-bf67-a71fec550053";"2003-02-11";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scientifico Paritario";"2017-2018";"B1";"0";"";"";"0";"0";"0"
"42a66805-ab4e-42c5-b356-9b65e84044b0";"e9490a06-6620-4b23-ade4-915ac68b4c8c";"2002-07-29";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"42a66805-ab4e-42c5-b356-9b65e84044b0";"3bf3b42c-a5c8-43bc-8656-4837e2a22c62";"2002-07-29";"1";"ITALIA";"0";"0";"3";"B";"3 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"42f0b709-a704-4c1a-bfcc-0bfaedf1f188";"de961173-ef46-4715-9540-624cf94f0cf4";"2001-07-16";"1";"ITALIA";"0";"0";"1";"A";"1 A";"International Baccalaureate Diploma";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"42f0b709-a704-4c1a-bfcc-0bfaedf1f188";"910cc2bd-e3bf-41af-a2c1-9ae11b841800";"2001-07-16";"1";"ITALIA";"0";"0";"2";"A";"2 A";"International Baccalaureate Diploma";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"436cdda8-b15b-4142-8d98-c42797bbae23";"eddb3c45-5d50-448b-8747-c7ac73e96b2a";"2003-09-10";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"436cdda8-b15b-4142-8d98-c42797bbae23";"9622be00-6b4b-48d2-bd78-34267c9c1e4f";"2003-09-10";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"438742b7-664e-4f54-b2c8-728f182c04bb";"d62cf8b3-3a27-4025-9c38-8fdd1f1927e7";"2003-09-23";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"438742b7-664e-4f54-b2c8-728f182c04bb";"934d9f66-cce7-4e03-8d3a-9be969847be3";"2003-09-23";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"438daad4-d7fa-4d66-bf1c-5b68fc9e2d8a";"02777bf5-ca0e-4369-8aaf-13984cb4e4af";"2002-04-18";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Scienze Umane Paritario";"2017-2018";"P2";"0";"";"";"0";"0";"0"
"438daad4-d7fa-4d66-bf1c-5b68fc9e2d8a";"8438d26a-fd14-4137-a021-6f31c2107c9d";"2002-04-18";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"43a59839-e068-4087-ae16-3ff9a6cb6fca";"15d90f60-ab82-4d22-8a28-6a7b3c0ca57a";"2002-06-27";"0";"ITALIA";"0";"0";"2";"C";"2 C";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"43c9ff3f-41e7-4d98-a32d-5b28965e1284";"c820a9c0-4049-458c-9b6f-820beebb8b3e";"2000-11-27";"1";"ITALIA";"0";"1";"4";"B";"4 B";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"43c9ff3f-41e7-4d98-a32d-5b28965e1284";"278af4eb-65a2-41f6-b15a-42291d9da540";"2000-11-27";"1";"ITALIA";"0";"1";"5";"B";"5 B";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"66"
"4409c9d1-fd8a-44eb-96f6-2323b2b6da1a";"0b78ed65-f31d-4beb-b246-96f7928b395b";"2001-08-19";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"4409c9d1-fd8a-44eb-96f6-2323b2b6da1a";"b0c2c6be-fa9f-4326-9774-98779897336e";"2001-08-19";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"4428a3b5-eba0-4967-92d1-0a4a93e5c6ce";"eddb3c45-5d50-448b-8747-c7ac73e96b2a";"2003-10-29";"0";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"4428a3b5-eba0-4967-92d1-0a4a93e5c6ce";"9622be00-6b4b-48d2-bd78-34267c9c1e4f";"2003-10-29";"0";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"447cc80e-5ab5-4ca0-8e16-1486861ac8be";"e9800bfa-8ca3-4d56-98c5-a9963f9e6277";"2000-02-12";"1";"ITALIA";"0";"0";"5";"B";"5 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"44ad7ce0-67b2-48cf-b1e8-55006849e420";"4a218ad9-9d33-4dc3-8d78-05d167981285";"2003-06-25";"0";"ITALIA";"0";"0";"1";"A";"1 A";"Liceo Classico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"44ad7ce0-67b2-48cf-b1e8-55006849e420";"2e2f3f80-7cc3-4e22-8406-cbf7ebd14b31";"2003-06-25";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Classico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"452329b8-8fb5-4445-a0fe-ce6287da9a46";"147b362f-a7d1-4ec4-90c7-8065b5d3cd1d";"2003-04-19";"0";"ITALIA";"0";"0";"2";"A";"2 A";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"452329b8-8fb5-4445-a0fe-ce6287da9a46";"22fc17c0-015d-4da6-9b03-c101aa510287";"2003-04-19";"0";"ITALIA";"0";"0";"3";"A";"3 A";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"45384773-b99d-4fa4-9abd-f6b4be590d50";"b4d16bb3-4589-4ba3-b761-4a2e0449bf96";"2004-09-21";"1";"ITALIA";"0";"0";"1";"C";"1 C";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"1";"Collegio San Carlo";"";"0";"0";"0"
"45388fa0-98ee-467f-ae1a-15b23a639a03";"f8cdc0dc-2f93-4dfc-85b8-87f5fcd27480";"2000-04-26";"0";"ITALIA";"0";"1";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"45388fa0-98ee-467f-ae1a-15b23a639a03";"fa4d5f10-277e-432c-9af2-325543a668b3";"2000-04-26";"0";"ITALIA";"0";"1";"5";"A";"5 A";"Liceo Scienze Umane Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"66"
"457a8017-53f2-4990-9308-e0b018d4e2d7";"962692b7-279e-41c6-86b7-beaa72e834f6";"2004-11-29";"0";"ITALIA";"0";"1";"1";"A";"1 A";"Liceo Scienze Umane Paritario";"2018-2019";"P2";"0";"";"";"0";"0";"0"
"46783ed3-5020-4d05-91af-b6c3f532de96";"cec4e795-efb2-4b5b-8ac5-73259f386580";"2004-03-25";"1";"ITALIA";"0";"0";"1";"B";"1 B";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"46783ed3-5020-4d05-91af-b6c3f532de96";"dfa41e7a-8981-4091-9ac7-392a704443ac";"2004-03-25";"1";"ITALIA";"0";"0";"2";"B";"2 B";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"46965646-c5d4-4901-a8d1-0c8a45fc3d3c";"8c9ad465-9aa5-4b90-96ac-d9d559470d6f";"2002-10-21";"1";"SPAGNA";"0";"0";"2";"D";"2 D";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"46965646-c5d4-4901-a8d1-0c8a45fc3d3c";"611b1046-0e5e-4c75-909f-c02c0e3d874b";"2002-10-21";"1";"SPAGNA";"0";"0";"3";"D";"3 D";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
"46c07b95-25a1-4a51-85f3-25f385b32585";"11b6d6c4-f7ed-4a08-8120-a38eae3a8568";"2001-01-27";"1";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scientifico Paritario";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"46c07b95-25a1-4a51-85f3-25f385b32585";"2eebf665-6d63-4c74-925b-68389a7dcf6d";"2001-01-27";"1";"ITALIA";"0";"0";"5";"A";"5 A";"Liceo Scientifico Paritario";"2018-2019";"P1";"0";"";"";"0";"0";"100"
"46d0a83e-6453-4395-9dac-577f4730a88a";"f8cdc0dc-2f93-4dfc-85b8-87f5fcd27480";"2000-04-27";"0";"ITALIA";"0";"0";"4";"A";"4 A";"Liceo Scienze Umane Paritario";"2017-2018";"T";"0";"";"";"0";"0";"0"
"472314f9-c0f7-4796-bc52-5c842d9f242d";"8c9ad465-9aa5-4b90-96ac-d9d559470d6f";"2002-04-19";"1";"ITALIA";"0";"0";"2";"D";"2 D";"Liceo Internazionale per l'Intercultura";"2017-2018";"P1";"0";"";"";"0";"0";"0"
"472314f9-c0f7-4796-bc52-5c842d9f242d";"611b1046-0e5e-4c75-909f-c02c0e3d874b";"2002-04-19";"1";"ITALIA";"0";"0";"3";"D";"3 D";"Liceo Internazionale per l'Intercultura";"2018-2019";"P1";"0";"";"";"0";"0";"0"
