"","school_ID","stud_ID","grade","gender","immig","video_games","internet_quality","internet_availability","SCHRISK","BULLIED","BELONG","COOPAGR","TEACHSUP","FAMSUP","PERSEVAGR","ASSERAGR","EMPATAGR","EMOCOAGR","STRESAGR","CURIOAGR","math_time","study_time","MISCED","FISCED","HISCED","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","mate","mate9","mate3"
"393","38000030","38000594",10,1,0,5,-0.2517,5,0.703,-1.228,-0.0373,-0.4061,-0.1002,-0.4606,0.5113,-0.837,-1.0257,0.0276,0.268,1.3059,1,4,9,9,9,0.3192,394.736,397.965,458.763,392.864,333.934,409.75,345.899,384.041,405.72,392.837,391.6509,"1a","low"
"394","38000035","38000595",10,0,0,1,-0.551,4,-0.4624,-1.228,-0.3397,-0.5798,-1.0693,0.2685,1.73,0.2021,0.251,-1.3624,0.1804,-0.2122,1,2,5,4,5,0.0114,576.092,521.082,551.046,539.355,526.451,525.805,523.258,519.452,535.957,531.267,534.9765,"3","medium"
"395","38000181","38000596",10,1,0,3,0.1169,6,-0.4624,-1.228,-0.4814,-0.1857,-0.5635,0.4679,-0.2247,-0.3798,-0.3598,-0.5096,-0.4369,-0.6886,3,5,9,7,9,0.7171,470.982,446.021,448.036,446.539,415.61,467.2,472.734,451.522,443.035,451.409,451.3088,"2","low"
"396","38000266","38000598",10,1,0,4,-1.0009,6,-0.4624,-0.391,-0.8721,-0.9,-1.0693,0.8498,-1.3743,-0.1785,-0.9573,-1.1064,-0.9063,-0.9222,2,3,3,4,4,-0.8275,422.824,419.331,436.074,407.538,429.596,450.462,413.102,420.546,410.67,403.366,421.3509,"2","low"
"397","38000225","38000599",10,1,2,6,0.1642,4,-0.4624,-1.228,0.2315,0.1959,NA,NA,0.2211,-0.8785,0.1288,-0.0016,0.1641,0.2097,1,1,8,7,8,-0.6971,373.317,353.555,375.681,316.944,404.936,390.142,338.117,347.227,364.711,324.821,358.9451,"1a","low"
"398","38000169","38000602",10,1,0,1,-0.4954,6,-0.4624,-1.228,-1.0368,-0.3984,-1.7015,1.8561,-0.1735,-0.7851,0.7945,0.334,-2.319,-0.6426,6,5,8,5,8,0.817,447.884,456.464,432.06,415.954,431.757,449.917,428.205,422.32,447.2,378.139,430.99,"2","low"
"399","38000089","38000603",10,1,0,1,0.3623,6,0.703,0.2652,0.0422,1.7792,-0.5635,-0.4476,-0.8096,-0.7556,-0.1252,0.7812,-0.5313,-0.2619,1,3,4,4,4,-0.6372,582.978,588.318,521.856,585.015,559.808,572.087,548.132,550.146,533.038,603.433,564.4811,"4","medium"
"400","38000296","38000604",10,1,0,1,0.3623,6,-0.4624,-1.228,-0.2482,0.0905,1.5558,0.3557,0.1192,-0.5108,-0.3108,0.7573,-0.4198,-0.1822,1,4,4,5,5,-0.8098,462.058,449.261,427.538,411.221,494.626,458.329,478.099,416.789,474.44,475.812,454.8173,"2","low"
"401","38000321","38000606",10,1,0,4,-0.3358,6,-0.4624,-0.391,-0.2157,0.6815,-0.3322,-0.1836,-0.3943,0.0833,-0.0464,0.3419,0.032,0.2158,1,4,10,8,10,1.0283,438.802,395.2,456.522,453.036,419.023,452.776,458.662,381.453,409.636,450.193,431.5303,"2","low"
"402","38000176","38000607",10,1,0,3,-0.6711,6,0.8125,-1.228,-0.7976,-1.203,0.1475,-1.3509,0.0261,0.2164,-1.2459,0.0136,0.143,0.3758,1,3,5,7,7,-0.8559,573.563,559.89,561.787,504.055,508.385,564.189,546.011,534.657,519.044,496.151,536.7732,"3","medium"
"403","38000278","38000608",10,1,0,3,-0.9098,6,0.4017,0.3952,-1.8693,-1.2982,-2.9095,0.4955,0.6957,1.0679,-0.4282,-2.1606,-0.3074,0.6849,1,3,5,9,9,1.0664,589.554,667.02,579.86,599.218,617.962,606.765,634.788,618.814,592.971,613.89,612.0842,"5","high"
"404","38000275","38000609",10,1,0,4,-0.6836,6,1.793,1.1384,-1.1201,-0.9063,1.5558,-1.6757,-0.7736,-2.7208,0.2745,0.182,-1.1705,0.0811,3,3,5,3,5,-0.7247,522.14,531.189,503.534,490.482,524.41,510.899,525.778,553.811,520.054,536.651,521.8948,"3","medium"
"405","38000342","38000611",10,1,0,1,-0.3181,6,-0.4624,-1.228,-0.642,0.5839,-0.5635,NA,0.8633,-0.6335,0.7081,1.5486,-0.2176,0.3702,2,5,7,7,7,0.0313,476.924,508.587,480.853,500.312,498.128,466.39,497.392,499.962,484.701,476.129,488.9378,"3","medium"
"406","38000031","38000614",10,1,0,6,-0.5005,5,-0.4624,-1.228,-0.9402,1.6821,0.4357,-0.6674,0.862,-0.462,-0.6623,-0.0621,-1.687,0.3022,3,5,7,3,7,0.4003,426.295,459.725,435.063,431.417,430.969,436.229,407.997,424.215,435.088,453.246,434.0244,"2","low"
"407","38000278","38000617",10,0,0,5,-1.0585,6,0.4017,-1.228,0.7356,-0.443,0.1475,0.0086,0.5097,0.881,-0.6639,0.2509,-0.5581,1.2126,1,3,5,7,7,0.6593,601.312,596.04,563.932,603.343,595.6,627.855,624.853,576.302,600.648,610.819,600.0704,"4","medium"
"408","38000279","38000618",10,1,0,4,-0.8721,6,0.4017,-0.0351,-1.4265,-1.5901,-2.9095,-0.3814,-2.4062,-0.4353,-1.1295,-1.4788,-0.0455,-1.5838,3,6,3,9,9,1.268,558.383,519.677,556.141,555.224,560.59,518.082,546.113,534.956,566.955,553.478,546.9599,"4","medium"
"409","38000201","38000619",10,1,2,2,-0.7349,6,-0.4624,-1.228,2.4581,5.468,1.5558,-0.5885,3.9288,7.1428,3.9677,0.5463,-3.0438,3.6732,3,2,5,5,5,-0.7195,458.079,480.286,473.637,452.175,501.939,456.114,524.611,523.377,453.7,501.447,482.5365,"3","medium"
"410","38000341","38000620",10,1,0,1,-0.3552,6,-0.4624,-0.267,-1.2458,-1.0737,-0.3322,-0.1545,-0.4972,-1.5553,0.5242,-0.0434,-0.2576,0.4207,2,5,9,5,9,0.5383,629.385,613.223,615.296,622.078,613.731,606.012,622.218,645.609,622.208,624.21,621.397,"5","high"
"411","38000211","38000621",10,1,0,3,-0.2473,6,-0.4624,-0.1325,-0.4747,0.7829,NA,NA,-0.208,-0.2963,0.0551,0.0105,0.2579,1.5358,3,5,10,10,10,0.933,390.729,369.497,426.142,383.306,399.869,416.143,406.301,420.92,375.258,375.094,396.3259,"1a","low"
"412","38000052","38000622",10,1,NA,5,-0.5626,6,-0.4624,0.0536,0.0271,-0.0679,1.5558,-0.1654,-0.0741,0.8682,0.5871,-0.701,0.2603,0.8606,2,4,7,6,7,-0.1479,424.926,424.343,441.597,478.74,429.284,438,438.168,434.802,441.051,438.535,438.9446,"2","low"
"413","38000005","38000623",10,0,0,6,-0.388,5,-0.4624,-1.228,-1.0616,-0.6009,0.1475,-0.2013,-0.7157,-3.5155,0.2178,-0.3227,0.8534,0.7571,1,3,7,3,7,-1.142,467.924,480.82,472.94,411.103,462.033,402.26,442.63,464.638,402.556,441.402,444.8306,"2","low"
"414","38000157","38000624",10,0,0,4,-0.0254,6,1.793,-1.228,0.7356,-0.5302,-1.3627,-0.6946,2.0907,-0.2431,-0.0555,0.7447,0.2674,0.3977,1,2,3,3,3,0.0771,495.301,528.405,482.272,550.808,536.608,513.448,531.875,527.675,511.571,486.233,516.4196,"3","medium"
"415","38000305","38000625",10,1,0,6,-0.0572,4,0.8125,-1.228,0.6239,-0.9921,-0.3322,-0.485,0.3644,0.1486,-1.2576,-1.2671,-2.7207,-0.8274,1,4,9,4,9,1.1219,449.65,497.195,458.203,466.016,468.364,485.565,444.779,521.759,487.305,508.963,478.7799,"2","low"
"416","38000026","38000628",10,0,0,4,-1.0009,6,-0.4624,0.6507,0.5031,-0.1829,-0.1002,-0.7766,-1.1445,-0.4457,-1.4722,0.6432,-0.373,-1.1601,3,4,9,10,10,1.1258,629.673,574.731,641.963,606.305,649.906,634.976,620.487,611.108,648.186,604.616,622.1951,"5","high"
"417","38000045","38000630",10,0,0,4,0.1434,6,-0.4624,-1.228,0.3249,-8e-04,-0.3322,1.6397,1.0557,-0.0691,-0.1305,-0.321,0.1801,0.414,2,2,6,7,7,-0.7261,414.929,397.391,329.716,426.957,396.902,363.985,394.018,397.008,405.052,401.679,392.7637,"1a","low"
"418","38000089","38000633",10,1,1,5,0.3623,6,-0.4624,-1.228,0.2822,1.1528,-0.1002,0.9509,0.0879,0.4319,0.4281,0.7539,-0.8957,1.8708,3,4,3,3,3,-1.7228,560.285,520.173,546.194,556.608,524.127,514.271,572.167,514.528,534.862,551.536,539.4751,"3","medium"
"419","38000255","38000634",10,0,0,4,0.3623,6,-0.4624,0.0536,-0.9545,-1.163,0.1475,-0.2136,-0.1552,-0.4803,-0.8313,0.1715,0.7699,-0.7035,2,2,3,5,5,0.986,474.854,409.783,486.412,490.181,476.203,500.734,473.306,502.104,505.071,535.136,485.3784,"3","medium"
"420","38000052","38000636",9,1,0,4,-0.0884,6,-0.4624,-0.4588,-0.1981,-0.1694,-0.8059,0.0312,-0.3845,0.4016,-0.0409,-2.0399,-2.7085,-0.3445,3,4,3,3,3,-0.542,462.526,398.809,442.163,459.094,330.086,444.536,419.661,396.843,406.424,419.665,417.9807,"1a","low"
"421","38000274","38000638",10,1,0,4,-0.3152,6,-0.4624,-1.228,0.5453,1.3326,1.5558,0.5296,0.3873,0.2977,0.2138,0.8237,-0.136,0.8324,2,4,7,7,7,0.1901,473.14,474.907,468.825,425.703,462.379,446.368,448.414,474.217,499.476,444.326,461.7755,"2","low"
"422","38000169","38000639",10,0,0,4,-0.7167,6,0.8125,0.0959,-0.8721,-0.0946,-1.0693,NA,0.327,-0.7743,-0.0505,-0.3492,-0.6159,0.2841,3,6,3,9,9,0.2571,647.928,573.714,660.551,608.646,553.217,635.768,640.033,625.643,633.187,577.639,615.6326,"5","high"
"423","38000042","38000640",9,0,0,1,0.3623,6,-0.4624,0.4674,0.3216,-0.6362,0.8211,0.3214,-0.162,-0.4141,0.254,-0.3191,0.0044,-0.6669,1,2,8,3,8,-0.6227,397.372,410.842,382.485,414.509,427.301,375.891,353.57,416.314,413.202,374.424,396.591,"1a","low"
"424","38000152","38000641",10,1,0,4,-0.6648,6,-0.4624,-1.228,0.3379,-0.76,-0.5635,-0.3529,-0.9869,-0.6155,-1.1744,-0.2638,0.3061,-1.4582,1,3,5,3,5,-1.0028,347.866,387.728,391.601,398.191,412.661,377.087,381.333,417.827,386.229,408.799,390.9322,"1a","low"
"425","38000174","38000642",10,0,0,NA,NA,3,1.4434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,-0.0142,419.11,424.707,452.954,459.814,493.441,417.513,464.884,445.237,439.12,402.165,441.8945,"2","low"
"426","38000332","38000644",11,1,0,2,0.3623,6,-0.4624,-1.228,0.7639,-0.1547,0.1475,-0.3484,-0.617,0.9626,-0.0611,1.6296,0.6088,-0.0095,3,3,5,NA,5,0.2282,419.14,453.108,423.224,450.472,410.682,461.557,489.649,388.573,462.343,371.279,433.0027,"2","low"
"427","38000007","38000648",10,0,0,5,-1.9451,6,-0.4624,-0.4588,0.314,0.0913,-0.8059,0.1177,-0.5419,0.0338,-0.2163,0.3363,-0.1852,-0.8974,2,4,10,10,10,1.5698,546.684,623.262,547.14,609.279,584.045,592.961,621.289,607.752,650.872,550.128,593.3412,"4","medium"
"428","38000104","38000650",10,1,0,5,-1.3752,6,0.4017,-1.228,0.1436,0.1658,0.4357,-0.4595,-0.6252,-0.7479,0.344,-0.4892,-1.4192,-0.8145,1,3,7,8,8,-0.104,486.343,471.496,476.81,501.963,469.874,464.312,433.428,451.173,474.928,484.747,471.5074,"2","low"
"429","38000049","38000651",10,0,0,5,-1.0006,6,-0.4624,-0.3264,0.7979,0.4858,-1.0693,-1.1136,-0.6268,-1.2643,0.0245,1.3345,0.4563,-1.0898,1,1,5,9,9,0.2028,547.588,542.574,462.614,490.452,457.187,483.986,551.58,447.692,542.673,464.647,499.0993,"3","medium"
"430","38000134","38000652",10,0,1,2,-0.7961,6,-0.4624,0.979,-0.006,-0.2536,0.8211,-0.5553,-1.1465,-0.1517,0.7737,-0.7416,0.5151,1.1555,1,4,9,9,9,-0.1447,364.816,385.039,386.179,367.489,341.255,383.123,391.917,363.452,397.771,353.385,373.4426,"1a","low"
"431","38000317","38000653",10,1,0,3,0.1203,6,-0.4624,-1.228,1.0846,3.0087,0.8211,-0.542,0.1435,1.5715,0.1314,-2.247,-1.2451,-0.1063,2,3,7,6,7,-0.3318,489.935,472.388,446.683,439.228,430.211,433.075,439.14,446.657,498.04,439.531,453.4888,"2","low"
"432","38000101","38000654",11,1,0,NA,NA,NA,-0.4624,0.469,0.8273,0.379,-0.1002,1.7871,1.3851,1.075,0.8663,-0.1689,-0.2904,-0.65,3,6,3,7,7,-0.037,360.088,391.651,448.193,407.202,402.846,347.893,369.611,410.914,363.813,397.929,390.014,"1a","low"
"433","38000254","38000655",10,0,0,NA,NA,NA,-0.4624,-1.228,0.0728,-0.7326,-1.0693,-2.7094,-0.9184,1.806,-0.5405,-1.006,1.1811,-0.9221,1,1,8,9,9,0.3195,324.734,281.48,289.579,327.583,292.828,334.043,351.669,341.655,273.353,282.933,309.9857,"1b","low"
"434","38000328","38000656",11,1,0,1,-0.5412,6,0.4017,0.1924,-0.8526,-0.8143,0.4357,-0.5708,-0.4817,0.2876,-0.3765,-0.8184,-0.7443,0.6691,1,2,8,7,8,1.1205,590.236,590.968,630.448,603.319,623.198,659.888,619.169,657.375,647.197,620.876,624.2674,"5","high"
"435","38000164","38000657",10,1,0,4,0.1515,6,-0.4624,-1.228,-0.3128,-0.8099,0.4357,-1.3161,-0.3924,-0.3635,-0.6312,0.4554,0.3301,-0.6936,3,3,3,3,3,-1.4037,489.744,460.05,466.336,486.848,461.752,488.422,479.907,459.669,471.25,484.624,474.8602,"2","low"
"436","38000131","38000658",10,0,1,3,-0.3896,6,0.8125,-0.3264,0.1688,-0.9377,-1.7015,-1.0959,-0.596,0.5968,-0.0022,-0.098,-0.1644,-0.8892,3,4,3,5,5,-1.1251,559.679,551.12,549.063,535.547,565.966,567.878,561.651,535.628,566.56,522.666,551.5758,"4","medium"
"437","38000071","38000660",10,1,0,5,-0.343,6,-0.4624,-1.228,-0.3261,-0.0598,0.8211,0.4543,-0.3401,0.5727,-1.1151,0.0606,-0.0787,0.0202,3,5,7,3,7,0.2616,589.254,543.671,516.814,552.022,518.034,543.534,558.878,537.185,564.012,539.971,546.3375,"4","medium"
"438","38000169","38000661",10,1,0,2,0.1169,6,-0.4624,0.5502,-0.3128,-0.1334,0.4357,NA,-0.5723,-0.6071,0.7724,-1.3291,-1.0364,0.6289,4,6,7,9,9,0.9326,455.781,485.789,434.668,495.581,504.545,459.455,475.853,478.823,449.403,477.931,471.7829,"2","low"
"439","38000149","38000662",10,0,0,4,-0.5005,6,-0.4624,-1.228,0.1689,0.8881,-0.3322,-0.0843,-0.2671,0.1773,-0.2775,0.5841,0.7031,0.4633,3,5,9,5,9,0.525,504.412,493.399,492.237,529.425,493.813,500.605,486.435,510.864,547.657,482.044,504.0891,"3","medium"
"440","38000038","38000663",10,1,0,4,0.1203,6,0.4017,0.0536,-0.4861,0.3121,-1.3627,-0.2149,-0.1282,-0.0597,0.987,0.2959,-0.4154,0.0663,3,5,5,5,5,-0.3283,509.864,504.934,482.225,458.818,457.293,492.813,469.675,497.902,500.877,501.661,487.6062,"3","medium"
"441","38000068","38000664",10,1,0,1,-0.5267,6,-0.4624,-1.228,-0.6098,0.9567,-0.1002,-0.2411,1.571,2.808,-1.3433,0.7228,0.5768,0.0271,3,6,7,3,7,-0.7092,492.438,548.08,474.76,492.966,463.524,523.308,463.501,496.857,500.659,489.169,494.5262,"3","medium"
"442","38000119","38000666",10,1,0,1,-0.471,6,-0.4624,-1.228,2.1143,-0.4347,1.5558,0.9167,0.2127,0.8424,-0.583,0.192,-0.0725,-0.0016,3,4,9,7,9,0.8704,523.862,490.836,477.426,522.369,482.558,533.801,532.268,502.193,472.968,521.893,506.0174,"3","medium"
"443","38000157","38000667",10,0,0,3,0.1515,6,1.793,-0.1879,0.5119,-0.0728,-1.0693,0.3389,0.1976,0.4948,0.6599,-0.6605,0.0783,0.941,3,4,5,7,7,0.9112,594.622,610.076,594.491,581.399,621.839,567.561,594.269,558.535,599.887,592.15,591.4829,"4","medium"
"444","38000134","38000668",10,1,0,6,-0.6429,5,3.0521,0.3019,0.5214,-1.5315,-0.5635,-0.7014,0.0502,-0.6837,-0.8738,-0.6873,-0.6434,0.2404,2,2,10,10,10,-0.1073,341.67,326.825,295.895,301.068,371.281,274.171,316.153,285.844,328.353,350.095,319.1355,"1b","low"
"445","38000329","38000670",10,1,2,5,-0.7275,6,-0.4624,-1.228,-0.7553,-0.4681,-0.3322,0.412,-0.0103,-0.6578,-0.516,0.8146,-0.4152,-0.2752,3,5,4,5,5,-0.947,435.306,434.565,417.272,452.69,431.729,454.288,426.393,444.74,396.673,440.332,433.3988,"2","low"
"446","38000213","38000671",10,0,2,5,-0.4646,6,1.793,-0.5168,-0.4375,-0.5217,0.4357,0.0741,0.2065,0.1189,-0.6136,0.54,0.4727,-0.636,1,2,1,9,9,-0.423,354.476,428.984,438.545,390.08,419.427,439.555,428.551,438.008,425.869,391.892,415.5387,"1a","low"
"447","38000345","38000672",10,1,0,5,-0.0254,6,-0.4624,0.5504,-0.7334,-0.6713,-0.1002,0.0027,-0.5684,-0.2365,1.2207,-0.6682,0.2729,0.206,4,6,8,8,8,1.3366,506.25,538.564,520.424,532.724,514.162,521.703,511.765,508.794,499.213,516.641,517.024,"3","medium"
"448","38000070","38000673",10,0,0,4,0.3623,6,-0.4624,-1.228,1.1314,1.0848,-0.3322,-0.0792,1.1546,-0.1944,0.3665,-0.769,-0.3185,1.0911,3,3,10,9,10,1.2162,614.547,646.024,609.007,677.049,627.902,650.3,639.517,629.229,601.351,687.784,638.271,"5","high"
"449","38000148","38000674",10,0,0,5,0.5706,4,0.4017,-1.228,0.7356,0.6384,1.5558,0.2234,-0.5419,-0.7626,-0.2318,0.4202,1.0632,1.437,1,3,5,3,5,-0.5188,665.694,646.9,619.61,641.118,679.93,667.288,658.649,622.711,635.081,665.825,650.2806,"5","high"
"450","38000338","38000675",9,1,2,6,0.3623,2,-0.4624,-1.228,0.3379,-0.2276,-0.1002,-1.8612,-0.2985,-0.9041,0.0377,-0.7132,-0.2992,-0.4145,1,2,3,3,3,-1.7332,394.644,417.714,420.611,427.175,493.022,385.951,344.281,431.379,363.895,425.042,410.3714,"1a","low"
"451","38000095","38000676",10,1,0,5,-2.8028,6,-0.4624,-0.391,0.0717,0.5372,1.5558,0.5802,-0.3569,-0.0323,0.9371,-0.7755,0.2517,0.6734,1,3,10,7,10,0.7007,517.646,545.941,526.751,513.496,509.746,509.492,533.559,528.52,524.747,537.077,524.6975,"3","medium"
"452","38000093","38000678",9,0,NA,5,2.3125,6,-0.4624,-1.228,0.5096,0.2625,0.4357,-0.1089,-0.6114,-0.8878,-1.5629,-0.0884,0.5666,0.1791,3,3,3,3,3,-2.0115,365.998,348.286,375.869,408.57,356.06,357.437,402.637,405.926,375.385,405.751,380.1919,"1a","low"
"453","38000128","38000680",10,0,0,4,-1.0009,6,0.4017,-0.4588,0.0271,-0.725,-2.1346,-0.5174,0.4558,-0.2362,0.4419,-0.6232,0.1127,-1.14,2,4,7,7,7,-0.1898,582.716,593.37,581.059,585.702,644.518,588.074,546.574,580.021,559.736,616.122,587.7892,"4","medium"
"454","38000133","38000681",10,1,0,4,0.4519,6,-0.4624,-1.228,0.7639,0.0666,0.4357,-1.3449,0.1623,0.0936,0.8248,1.522,1.2609,1.2433,1,2,9,4,9,0.2489,594.569,543.554,584.852,565.696,602.327,578.597,558.062,584.97,583.948,588.072,578.4647,"4","medium"
"455","38000278","38000682",11,1,0,1,-0.3256,6,0.4017,-1.228,1.4693,0.4704,-0.5635,0.1074,1.6839,1.1585,0.2575,0.9219,0.687,-0.9493,2,4,10,10,10,1.3785,669.891,641.259,635.477,608.519,610.285,648.222,649.14,663.761,609.158,669.839,640.5551,"5","high"
"456","38000114","38000685",10,1,0,1,-0.6745,6,-0.4624,-1.228,0.7639,-0.6459,-1.0693,0.2329,-0.3862,-0.215,-0.7807,0.2975,1.4765,-0.7616,1,3,7,3,7,-0.5971,377.783,417.563,355.288,387.661,378.963,362.106,393.488,374.547,409.739,361.633,381.8771,"1a","low"
"457","38000097","38000686",10,1,0,1,-1.3779,6,0.703,-0.1325,-1.2185,-0.1232,-1.0693,1.7168,-0.2277,0.1467,-1.8303,-0.1496,-0.8381,0.6162,2,4,7,6,7,-0.0434,455.194,396.524,399.494,376.73,431.939,467.136,292.331,370.469,437.049,446.793,407.3659,"1a","low"
"458","38000299","38000688",10,1,0,1,0.1169,6,-0.4624,-1.228,-0.3485,-0.0858,-0.5635,0.1912,-0.7147,-0.4503,-0.012,-0.4461,-0.4799,-0.0692,3,5,8,8,8,0.9235,479.207,515.451,480.382,456.476,493.895,516.957,509.737,463.857,520.353,506.423,494.2738,"3","medium"
"459","38000107","38000689",10,0,0,1,-2.8028,6,3.0521,2.04,-1.1726,-0.9017,NA,NA,-0.7312,NA,-0.7181,NA,NA,-0.7802,NA,NA,7,7,7,0.4533,353.286,352.874,350.319,356.832,377.022,368.795,355.997,397.44,390.15,367.885,367.06,"1a","low"
"460","38000209","38000690",10,0,0,4,-0.1858,6,0.4017,-1.228,0.7639,0.2092,-1.0693,1.7702,1.2271,0.1101,-1.4957,0.9689,3.9894,3.23,1,2,4,7,7,-0.0231,570.234,576.842,553.85,555.25,584.592,583.786,521.513,589.219,541.487,560.888,563.7661,"4","medium"
"461","38000068","38000691",10,1,0,5,-0.4534,6,-0.4624,-1.228,0.5096,0.3009,1.5558,1.6986,2.0664,0.7578,-0.0137,-0.1754,-0.8124,0.6443,2,4,9,7,9,-0.1192,551.062,519.782,496.132,482.127,488.407,525.75,508.195,536.806,518.299,511.403,513.7963,"3","medium"
"462","38000145","38000693",10,0,0,5,-0.449,6,0.4017,-1.228,1.4416,0.4378,-0.1002,-0.7268,0.9423,0.6515,-1.8762,0.3541,0.0794,-0.0159,2,5,3,5,5,-0.8593,431.529,417.956,430.28,421.813,411.408,434.93,435.294,467.244,428.605,447.454,432.6513,"2","low"
"463","38000090","38000695",10,1,0,4,-0.662,6,-0.4624,-1.228,0.5296,0.2971,0.8211,1.5788,0.3094,-0.7895,-0.5672,-0.2664,0.4326,-0.5645,3,4,5,5,5,-0.014,616.016,625.484,612.465,593.242,591.727,659.597,568.995,705.957,627.178,626.576,622.7237,"5","high"
"464","38000150","38000697",10,0,0,6,-0.8681,1,0.8125,-0.1325,0.7289,-0.9775,-0.5635,0.2441,0.2494,-0.1108,0.0777,-0.7361,-0.1206,0.997,1,3,10,9,10,1.2483,616.327,608.61,605.93,655.39,554.432,586.759,618.174,649.177,621.785,611.075,612.7659,"5","high"
"465","38000013","38000698",10,0,0,4,-0.6487,6,0.4017,0.9004,-1.0062,-0.1183,-2.9095,-0.1556,0.2155,-0.7979,-0.8609,-0.4283,-0.3778,0.2459,1,3,8,7,8,0.0013,418.212,429.089,449.399,419.737,447.527,479.546,436.82,439.768,455.225,431.021,440.6344,"2","low"
"466","38000053","38000699",10,1,0,4,-0.0781,6,-0.4624,-1.228,1.5093,1.1824,-2.9095,0.2753,0.0442,0.3297,1.9346,1.4087,0.9916,-0.5103,1,1,5,4,5,-0.1966,562.326,533.18,526.537,565.575,551.066,546.321,532.129,544.548,577.099,488.39,542.7171,"3","medium"
"467","38000163","38000701",10,1,0,6,1.6388,0,-0.4624,-1.228,-0.1551,0.3911,0.8211,0.6273,-0.8176,-0.5449,1.488,0.2526,0.5082,0.9823,3,5,10,9,10,1.1964,553.901,602.87,618.681,604.973,558.897,597.072,589.982,577.104,579.471,567.192,585.0143,"4","medium"
"468","38000318","38000702",10,0,0,4,0.1515,6,-0.4624,0.524,-1.0761,0.274,0.4357,1.6717,-0.9468,0.2082,-0.008,-0.0458,-0.3901,-0.7707,1,1,5,7,7,0.5903,606.768,583.638,607.639,570.367,551.585,607.704,634.04,567.298,616.381,558.714,590.4134,"4","medium"
"469","38000173","38000703",10,1,0,1,-0.1177,6,-0.4624,0.2289,0.2442,0.0614,-1.7015,1.7316,-0.2257,0.6435,-0.3825,-0.5399,-0.6288,0.1023,1,3,3,4,4,-0.8022,507.699,535.477,509.942,566.08,530.557,503.764,492.523,497.611,514.53,534.656,519.2839,"3","medium"
"470","38000269","38000704",10,1,0,1,-0.3755,6,-0.4624,-0.267,-1.0205,-0.4729,-2.9095,1.685,-0.2182,-0.6359,-0.1481,-0.2731,-4.1129,-0.2436,2,6,9,7,9,-0.1201,438.835,449.695,505.125,431.242,448.207,460.193,482.701,456.463,466.734,443.091,458.2286,"2","low"
"471","38000206","38000706",10,0,0,2,-1.6835,6,-0.4624,-0.267,0.0422,-0.7458,1.5558,0.6872,1.4975,-0.1527,1.1746,0.2899,1.5342,1.252,2,3,9,7,9,0.424,608.239,650.778,653.766,599.568,637.525,651.9,648.192,656.91,651.884,679.043,643.7805,"5","high"
"472","38000255","38000710",10,0,0,2,0.162,6,-0.4624,-1.228,-0.0909,-1.1771,1.5558,-0.875,-0.1924,-0.0503,-1.0166,0.5732,0.2134,-0.3055,1,2,3,3,3,-1.1956,512.687,524.393,531.062,488.51,516.99,490.072,485.385,500.299,477.721,500.161,502.728,"3","medium"
"473","38000292","38000713",10,0,0,5,1.1126,6,-0.4624,-1.228,0.3368,1.1482,-0.5635,-0.5609,1.438,0.0417,0.386,0.1509,0.2576,0.3613,3,6,9,3,9,0.2689,428.512,463.826,458.447,504.519,503.784,461.326,470.403,487.585,448.2,505.761,473.2363,"2","low"
"474","38000139","38000714",11,1,0,1,-1.1467,4,-0.4624,0.2988,-1.0911,-1.1684,1.5558,-0.3722,0.0437,-0.8669,-2.0191,-0.5894,0.6476,-0.5014,5,6,9,8,9,0.7724,524.114,492.823,482.604,426.332,453.973,506.042,503.814,533.717,529.737,438.502,489.1658,"3","medium"
"475","38000060","38000715",10,1,0,6,-1.1091,2,-0.4624,2.1636,-0.9451,-0.0378,0.4357,1.0829,1.4067,0.3541,1.5011,0.7793,0.9821,2.8098,1,5,8,9,9,0.5486,539.109,464.209,548.693,490.097,517.336,453.946,492.877,492.907,501.724,518.312,501.921,"3","medium"
"476","38000300","38000716",10,1,0,1,2.8889,6,-0.4624,-1.228,0.314,0.8641,-0.8059,1.81,0.2141,0.3357,0.3196,-0.394,-2.897,-0.6689,1,5,3,4,4,-0.5735,505.116,527.147,527.687,539.704,479.418,551.43,514.467,557.84,504.143,490.506,519.7458,"3","medium"
"477","38000058","38000717",10,0,0,5,NA,6,-0.4624,-1.228,2.4581,1.0887,-0.1002,-0.853,-0.7244,0.1213,1.0003,0.3045,0.7064,-0.7506,NA,NA,10,5,10,1.0629,386.406,451.174,439.562,462.63,407.394,480.143,422.965,326.038,402.507,410.536,418.9355,"1a","low"
"478","38000192","38000718",10,0,0,5,-0.5596,6,1.793,-0.2016,0.5453,-0.2833,-0.8059,-0.2128,-0.3763,-0.946,-0.4956,0.0377,0.1689,-0.5143,1,1,5,9,9,0.8145,628.224,592.051,558.181,617.656,663.272,653.892,661.715,586.932,639.387,624.787,622.6097,"5","high"
"479","38000137","38000719",10,0,0,4,0.1169,6,3.0521,-1.228,0.5159,0.6198,-0.1002,0.1565,-0.4029,-0.0448,-0.6403,-0.1603,-0.546,-0.0484,1,2,5,5,5,-0.2904,536.915,556.549,530.395,532.106,508.148,578.899,515.185,560.54,556.595,516.785,539.2117,"3","medium"
